"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","colour","quality"
"2557",6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,0,1
"2558",7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,0,1
"2559",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,0,1
"2560",7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,0,1
"2561",8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,0,0
"2562",6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,0,1
"2563",6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,0,1
"2564",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,0,1
"2565",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,1,1
"2566",6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,0,0
"2567",7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,0,1
"2568",7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,1,0
"2569",9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,0,1
"2570",9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,0,1
"2571",6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,0,0
"2572",6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,0,1
"2573",6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,0,1
"2574",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,0,0
"2575",8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,0,1
"2576",7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,1,1
"2577",11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,1,0
"2578",5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,0,0
"2579",6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,1,0
"2580",6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,0,1
"2581",6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,0,0
"2582",8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,1,1
"2583",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,0,1
"2584",7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,0,1
"2585",7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,0,1
"2586",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,1,1
"2587",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,0,1
"2588",10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,1,0
"2589",5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,0,1
"2590",6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,1,0
"2591",6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,0,1
"2592",7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,1,0
"2593",5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,0,0
"2594",7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,0,1
"2595",7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,0,1
"2596",9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,0,1
"2597",6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,0,1
"2598",5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,0,1
"2599",8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,0,0
"2600",5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,0,1
"2601",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,1,1
"2602",6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,0,0
"2603",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1,0
"2604",7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,0,1
"2605",6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,0,1
"2606",7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,1,1
"2607",6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,0,1
"2608",6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,0,1
"2609",7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,0,1
"2610",6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,0,1
"2611",4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,0,1
"2612",7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,0,1
"2613",7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,0,1
"2614",7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,0,1
"2615",7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,0,1
"2616",6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,0,1
"2617",7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,1,0
"2618",7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4,0,0
"2619",6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,0,1
"2620",10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,0,1
"2621",6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,0,0
"2622",6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,0,0
"2623",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,0,1
"2624",7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,0,0
"2625",7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,0,1
"2626",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0,0
"2627",7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,1,0
"2628",6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,1,1
"2629",7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,0,1
"2630",7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,0,1
"2631",6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,1,1
"2632",7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,0,1
"2633",6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,0,1
"2634",6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,0,1
"2635",6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,0,1
"2636",6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,0,0
"2637",7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,0,1
"2638",8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,0,0
"2639",8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,0,0
"2640",7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,0,0
"2641",7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,1,0
"2642",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,0,1
"2643",7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,0,1
"2644",6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,0,1
"2645",7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,0,0
"2646",6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,0,1
"2647",7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,0,1
"2648",7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,0,1
"2649",8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,0,1
"2650",7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,1,0
"2651",6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,0,0
"2652",6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,0,1
"2653",8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,1,0
"2654",7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,0,0
"2655",6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,0,1
"2656",8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,1,0
"2657",7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,1,1
"2658",7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,0,0
"2659",6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,0,0
"2660",6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,0,1
"2661",8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,1,0
"2662",6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,0,1
"2663",6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,0,1
"2664",6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,0,0
"2665",6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,0,0
"2666",5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,0,0
"2667",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,0,1
"2668",6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,1,1
"2669",6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,0,0
"2670",6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,0,1
"2671",5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,0,0
"2672",9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,0,0
"2673",6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,1,1
"2674",6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,0,1
"2675",7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,0,1
"2676",7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,0,1
"2677",6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,0,1
"2678",8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,0,1
"2679",6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,0,0
"2680",9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,0,1
"2681",6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,0,1
"2682",7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,0,1
"2683",10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,1,0
"2684",9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,1,0
"2685",12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,1,0
"2686",6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,0,1
"2687",6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,0,0
"2688",5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,0,0
"2689",5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,1,0
"2690",6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,0,1
"2691",6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,0,1
"2692",7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,1,0
"2693",7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,0,1
"2694",6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,1,1
"2695",7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,0,0
"2696",7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,0,0
"2697",7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,0,0
"2698",7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,0,0
"2699",7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,0,0
"2700",5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,0,1
"2701",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,0,1
"2702",8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,0,1
"2703",7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,0,1
"2704",8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,1,1
"2705",7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,0,0
"2706",6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,0,1
"2707",7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,0,1
"2708",8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,1,0
"2709",7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,1,1
"2710",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,0,0
"2711",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,1,1
"2712",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0,0
"2713",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,0,1
"2714",6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,1,1
"2715",7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,1,1
"2716",6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,0,1
"2717",6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,0,1
"2718",6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,0,1
"2719",7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,0,1
"2720",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,1,1
"2721",5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,0,1
"2722",5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,0,0
"2723",7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,1,1
"2724",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,0,1
"2725",7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,0,1
"2726",8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,0,0
"2727",7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,1,0
"2728",6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,0,0
"2729",7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,0,1
"2730",6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,0,1
"2731",6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,0,1
"2732",6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,0,0
"2733",6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,0,1
"2734",7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,0,1
"2735",5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,0,0
"2736",8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,0,1
"2737",6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,0,0
"2738",5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,0,1
"2739",7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,0,1
"2740",6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,0,0
"2741",11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,1,1
"2742",6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,0,1
"2743",6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,1,1
"2744",7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,0,1
"2745",7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,0,0
"2746",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,1,1
"2747",6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,0,1
"2748",7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,0,1
"2749",6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,0,1
"2750",8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,0,1
"2751",7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,0,1
"2752",8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,0,1
"2753",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,0,0
"2754",7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,0,1
"2755",7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,0,1
"2756",8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,0,0
"2757",6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,0,1
"2758",9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,0,0
"2759",6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,0,1
"2760",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,1,0
"2761",6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,0,1
"2762",7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,1,1
"2763",7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,1,0
"2764",5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,0,1
"2765",6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,0,0
"2766",5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,0,1
"2767",8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,1,0
"2768",7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,0,0
"2769",6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,0,1
"2770",6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,0,1
"2771",6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,0,1
"2772",8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,1,0
"2773",6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,0,1
"2774",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,0,0
"2775",7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,0,0
"2776",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,1,0
"2777",6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,0,1
"2778",8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,0,0
"2779",7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,1,1
"2780",7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,0,1
"2781",5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,0,1
"2782",6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,0,1
"2783",7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,0,0
"2784",7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,0,1
"2785",6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,0,1
"2786",6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,0,1
"2787",6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,0,1
"2788",5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,0,0
"2789",7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,1,1
"2790",7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,1,1
"2791",5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,0,0
"2792",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,1,1
"2793",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,0,1
"2794",6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,0,1
"2795",7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,0,1
"2796",6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,0,0
"2797",6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,0,0
"2798",8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,0,1
"2799",6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,0,1
"2800",6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,0,0
"2801",6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,0,1
"2802",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,0,1
"2803",6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,0,1
"2804",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,0,1
"2805",6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,0,0
"2806",7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,0,1
"2807",7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,1,1
"2808",8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,0,0
"2809",7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,1,0
"2810",5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,0,1
"2811",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,0,1
"2812",7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,0,1
"2813",7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,0,0
"2814",5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,0,1
"2815",6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,0,1
"2816",7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,0,1
"2817",9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,1,0
"2818",8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,0,0
"2819",11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,1,1
"2820",6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,0,1
"2821",7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,0,1
"2822",7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,0,1
"2823",7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,0,1
"2824",8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,1,0
"2825",7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,0,1
"2826",6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,0,0
"2827",8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,0,0
"2828",8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,1,1
"2829",6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,0,1
"2830",5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,0,1
"2831",6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,0,0
"2832",6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,0,0
"2833",7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,1,0
"2834",8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,0,1
"2835",6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,0,0
"2836",7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,0,1
"2837",8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,0,1
"2838",7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,1,1
"2839",11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,1,1
"2840",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,1,0
"2841",8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,0,0
"2842",5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,0,1
"2843",6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,0,1
"2844",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,0,0
"2845",6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,0,0
